Reference	LeftContext	Pivot	RightContext
Phèdre, 50	Cette image cruelle Sera pour moi de pleurs	une source	éternelle. J'ai vu, Seigneur, j'ai vu votre
Phèdre, 54	. Tout son corps n'est bientôt qu'	une plaie	. De nos cris douloureux la plaine retentit. Leur fougue impétueuse
Phèdre, 57	non loin de ces tombeaux antiques, Où	de les rois	ses aïeux sont les froides reliques. J'y cours en soupirant
Phèdre, 62	, et me tendant la main Il ouvre	un oeil	mourant, qu'il referme soudain. «   Le ciel,
Phèdre, 64	Aricie. Cher ami, si mon père	un jour	désabusé Plaint le malheur d'un fils faussement accusé, Pour apaiser
Phèdre, 64	père un jour désabusé Plaint le malheur d'	un fils	faussement accusé, Pour apaiser mon sang, et mon ombre plaintive
Phèdre, 64	expiré N'a laissé dans mes bras qu'	un corps	défiguré, Triste objet où de les Dieux triomphe la colère,
Phèdre, 64	qu'un corps défiguré, Triste objet où	de les Dieux	triomphe la colère, Et que méconnaîtrait l'oeil même de son
Phèdre, 72	, fuyant votre courroux, À la face	de les dieux	l'accepter pour époux. Elle approche. Elle voit l'herbe
Phèdre, 75	voit (quel objet pour les yeux d'	une amante	!) Hippolyte étendu, sans forme et sans couleur. Elle
Phèdre, 80	suis venu détestant la lumière Vous dire d'	un héros	la volonté dernière, Et m'acquitter, Seigneur, de le
Phèdre, 13	nom même augmente mon supplice. Moins connu	de les mortels	je me cacherais mieux. Je hais jusques à le soin dont
Phèdre, 26	qui sur_ce fils chaste et respectueux Osai jeter	un oeil	profane, incestueux. Le ciel mit dans mon sein une flamme
Phèdre, 27	incestueux. Le ciel mit dans mon sein	une flamme	funeste. La détestable Oenone a conduit tout le reste. Elle
Phèdre, 29	qu'Hippolyte instruit de ma fureur Ne découvrît	un feu	qui lui faisait horreur. La perfide abusant de ma faiblesse extrême
Phèdre, 31	fuyant mon courroux A cherché dans les flots	un supplice	trop doux. Le fer aurait déjà tranché ma destinée. Mais
Phèdre, 34	, devant vous exposant mes remords, Par	un chemin	plus lent descendre chez les morts. J'ai pris, j'
Phèdre, 36	le venin parvenu Dans ce coeur expirant jette	un froid	inconnu. Déjà je ne vois plus_qu'à_travers un nuage Et le
Phèdre, 37	inconnu. Déjà je ne vois plus_qu'à_travers	un nuage	Et le ciel, et l'époux que ma présence outrage ;
Phèdre, 41	Elle expire, Seigneur. THÉSÉE. D'	une action	si noire Que ne peut avec elle expirer la mémoire ! Allons
Phèdre, 43	ce qui reste, Expier la fureur d'	un voeu	que je déteste. Rendons -lui les honneurs qu'il a trop
Thébaïde, 4	, Olympe ? Ah mortelles douleurs ! Qu'	un moment	de repos me va coûter de pleurs ! Mes yeux depuis six
Thébaïde, 6	, Et m'empêcher de voir le_plus noir	de les forfaits	. Mais en sont -ils à les mains ? OLYMPE. De
Thébaïde, 11	le fer en_main Étéocle lui-même, Il marche	de les premiers	, et d'une ardeur extrême, Il montre à les plus
Thébaïde, 11	Il marche de les premiers, et d'	une ardeur	extrême, Il montre à les plus hardis à braver le danger
Thébaïde, 19	, Que ne l'as -tu laissé dans	une nuit	profonde ? À de si noirs forfaits, prêtes -tu tes rayons
Thébaïde, 22	; Tu sais qu'ils sont sortis d'	un sang	incestueux, Et tu t'étonnerais s'ils étaient vertueux. JOCASTE
Thébaïde, 6	habits ? Est -ce de le sang d'	un frère	, ou n'est -ce point de le vôtre ? ÉTÉOCLE.
Thébaïde, 10	s'est point présenté. D'Argiens seulement	une troupe	hardie M'a voulu de nos murs disputer la sortie. J'
Thébaïde, 17	seulement juge de nos combats : J'ai	de les forces	assez pour tenir la campagne, Et si quelque bonheur nos armes
Thébaïde, 21	vous a -elle tant_de charmes ? Si par	un parricide	il la fallait gagner, Ah ! mon fils, à ce
Thébaïde, 22	donner la paix, sans le secours d'	un crime	, Et de votre courroux triomphant aujourd'hui Contenter votre frère, et
Thébaïde, 27	régnerait son année, Et n'ayant qu'	un État	à mettre sous vos lois, Voulut que tour_à_tour vous fussiez tous
Thébaïde, 39	Et le crime tout seul a pour vous	de les appas	. Hé bien ! puisqu'à ce point vous en êtes avide,
Thébaïde, 40	un double parricide, Versez le sang d'	un frère	: et si c'est peu de le sien, Je vous
Thébaïde, 48	prenez soin de votre gloire même, Associez	un frère	à cet honneur suprême ; Ce n'est qu'un vain éclat
Thébaïde, 49	cette vertu sublime, Voudront toujours pour prince	un roi	si magnanime, Et cet illustre effort, loin d'affaiblir vos
Thébaïde, 49	, Vous rendra le_plus juste et le_plus grand	de les rois	. Ou s'il faut que mes voeux vous trouvent inflexible,
Thébaïde, 51	. Accordez cette grâce à les larmes d'	une mère	. Et cependant, mon fils, j'irai voir votre frère
Thébaïde, 56	Qu'il a tort en_effet de me nommer	un traître	, Et que je ne suis pas un tyran odieux, Que
Thébaïde, 56	traître, Et que je ne suis pas	un tyran	odieux, Que l'on fasse parler et le peuple et les Dieux
Thébaïde, 58	De laisser à les Thébains à se choisir	un roi	. CRÉON. Seigneur, votre sortie a mis tout en alarmes
Thébaïde, 2	, Madame, et par quelle conduite Forcez-vous	un vainqueur	à prendre ainsi la fuite ? Ce conseil va tout perdre.
Thébaïde, 7	dans l'état où nous sommes, Lorsqu'avec	un renfort	de_plus de six mille hommes, La fortune promet toute chose à
Thébaïde, 7	, Le roi se laisse ôter la victoire	de les mains	? JOCASTE. La victoire, Créon, n'est pas toujours
Thébaïde, 11	deux. Peut -on faire à le vainqueur	une injure	plus noire, Que lui laisser gagner une_telle victoire ? CRÉON.
Thébaïde, 24	de l'État est de n'avoir qu'	un roi	, Qui d'un ordre constant gouvernant ses provinces, Accoutume à
Thébaïde, 24	n'avoir qu'un roi, Qui d'	un ordre	constant gouvernant ses provinces, Accoutume à ces lois et le peuple
Thébaïde, 26	deux rois lui donne deux tyrans. Par	un ordre	souvent l'un à l'autre contraire, Un frère détruirait ce_qu'
Thébaïde, 26	contraire, Un frère détruirait ce_qu'aurait fait	un frère	. Vous les verriez toujours former quelque attentat, Et changer tous
Thébaïde, 30	Pareils à ces torrents qui ne durent qu'	un jour	, Plus leur cours est borné, plus ils font de ravage
Thébaïde, 34	leur fortune, Vous donne pour tous deux	une haine	commune ; Vous inspirez à le roi vos conseils dangereux, Et
Thébaïde, 40	lâches courtisans peuvent bien le haïr, Mais	une mère	enfin ne peut pas se trahir. ANTIGONE. Vos intérêts ici
Thébaïde, 42	ennemis, Peut-être songez -vous que vous avez	un fils	. On sait de quelle ardeur Hémon sert Polynice. CRÉON.
Thébaïde, 51	abhorrer. La honte suit toujours le parti	de les rebelles	, Leurs grandes actions sont les plus criminelles ; Ils signalent leur
Thébaïde, 57	je ressens l'injure. ANTIGONE. Mais	un père	à ce point doit -il être emporté ? Vous avez trop de
Thébaïde, 61	C'est trop parler, Madame, en_faveur_d'	un rebelle	. ANTIGONE. L'innocence vaut bien_que l'on parle pour elle.
Thébaïde, 69	amour a d'autres yeux que le commun	de les hommes	. JOCASTE. Vous abusez, Créon, de l'état où
Thébaïde, 5	honte. Bientôt si nos désirs sont exaucés	de les cieux	, La paix nous vengera de cet ambitieux. Mais il faut
Thébaïde, 9	mère. Et si tu prends pitié d'	une flamme	innocente, Ô ciel ! en ramenant Hémon à son amante,
Thébaïde, 2	vous me refusez votre aimable présence, Après	un an	entier de supplice et d'absence ? Ne m'avez -vous,
Thébaïde, 3	près_de vous, Que pour m'ôter sitôt	un bien	qui m'est si doux ? ANTIGONE. Et voulez -vous sitôt_que
Thébaïde, 5	ANTIGONE. Et voulez -vous sitôt_que j'abandonne	un frère	? Ne dois -je pas à le temple accompagner ma mère ?
Thébaïde, 14	quelque pitié ! Durant le triste cours d'	une absence	cruelle, Avez-vous souhaité que je fusse fidèle ? Songiez -vous que
Thébaïde, 16	Ah ! d'un si bel objet quand	une âme	est blessée ; Quand un coeur jusqu'à vous élève sa pensée,
Thébaïde, 16	objet quand une âme est blessée ; Quand	un coeur	jusqu'à vous élève sa pensée, Qu'il est doux d'adorer
Thébaïde, 18	! Un moment loin de vous me durait	une année	, J'aurais fini cent fois ma triste destinée, Si je
Thébaïde, 20	. Oui je l'avais bien cru qu'	une âme	si fidèle Trouverait dans l'absence une peine cruelle. Et si
Thébaïde, 20	une âme si fidèle Trouverait dans l'absence	une peine	cruelle. Et si mes sentiments se doivent découvrir, Je souhaitais
Thébaïde, 23	mon coeur s'est vu soumis, Voyant	de les deux	côtés ses plus tendres amis ! Mille objets de douleur déchiraient mes
Thébaïde, 27	voulu, Vous me l'avez prescrit par	un ordre	absolu. Je lui vouai dès_lors une amitié sincère, Je quittai
Thébaïde, 28	un ordre absolu. Je lui vouai dès_lors	une amitié	sincère, Je quittai mon pays, j'abandonnai mon père ;
Thébaïde, 37	trône paternel, On le força de prendre	un chemin	si cruel. Espérons que le ciel touché de nos misères,
Thébaïde, 16	n'avoir plus_de guerres, Il faut par	un ordre	fatal, Que le dernier de le sang royal, Par son
Thébaïde, 31	funeste, Et fera regretter à les princes	de les Thébains	, De n'être pas sortis de le dernier de les humains
Thébaïde, 31	De n'être pas sortis de le dernier	de les humains	. HÉMON. Peut -on se repentir d'un si grand avantage
Thébaïde, 36	est -ce pas assez de le père et	de les enfants	, Sans_qu'il aille_plus_loin chercher de les innocents ? C'est à
Thébaïde, 36	de les enfants, Sans_qu'il aille_plus_loin chercher	de les innocents	? C'est à nous à payer pour les crimes de les
Thébaïde, 37	est à nous à payer pour les crimes	de les nôtres	, Punissez-nous, grands Dieux, mais épargnez les_autres. Mon père
Thébaïde, 43	qu'a -il de funeste ? Est -ce	un crime	qu'aimer une beauté céleste ? Et puisque sans colère il est
Thébaïde, 43	funeste ? Est -ce un crime qu'aimer	une beauté	céleste ? Et puisque sans colère il est reçu de vous,
Thébaïde, 2	. POLYNICE. Madame, à le nom	de les Dieux	, cessez de m'arrêter. Je vois bien_que la paix ne
Thébaïde, 4	il tient pour l'injustice, Et que	de les criminels	il se rend le complice, Dois-je encore espérer qu'un peuple
Thébaïde, 4	rend le complice, Dois-je encore espérer qu'	un peuple	révolté, Quand le ciel est injuste, écoute l'équité ?
Thébaïde, 5	l'équité ? Dois -je prendre pour juge	une troupe	insolente, D'un fier usurpateur ministre violente, Qui sert mon
Thébaïde, 6	est ? La raison n'agit point sur	une populace	. De ce peuple déjà j'ai ressenti l'audace, Et
Thébaïde, 7	après m'avoir chassé, Il croit voir	un tyran	dans un prince offensé. Comme sur lui l'honneur n'eut
Thébaïde, 7	chassé, Il croit voir un tyran dans	un prince	offensé. Comme sur lui l'honneur n'eut jamais de puissance
Thébaïde, 8	n'arrête le cours, Quand il hait	une fois	il veut haïr toujours. JOCASTE. Mais s'il est vrai
Thébaïde, 12	le peuple, Madame, à se choisir	un maître	? Sitôt_qu'il hait un roi doit -on cesser de l'être
Thébaïde, 13	se choisir un maître ? Sitôt_qu'il hait	un roi	doit -on cesser de l'être ? Sa haine ou son amour
Thébaïde, 17	le doit respecter. JOCASTE. Vous serez	un tyran	haï de vos provinces. POLYNICE. Ce nom ne convient pas
Thébaïde, 19	mes droits me sont garants, La haine	de les sujets	ne fait pas les tyrans. Appelez de ce nom Étéocle lui-même
Thébaïde, 24	aimé de tous. POLYNICE. C'est	un tyran	qu'on aime, Qui par cent lâchetés tâche à se maintenir
Thébaïde, 25	parvenir. Et son orgueil le rend par	un effet	contraire, Esclave de son peuple et tyran de son frère.
Thébaïde, 27	est pas sans sujet qu'on me préfère	un traître	. Le peuple aime un esclave, et craint d'avoir un
Thébaïde, 28	me préfère un traître. Le peuple aime	un esclave	, et craint d'avoir un maître : Mais je croirais trahir
Thébaïde, 28	aime un esclave, et craint d'avoir	un maître	: Mais je croirais trahir la majesté de les rois, Si
Thébaïde, 28	maître : Mais je croirais trahir la majesté	de les rois	, Si je faisais le peuple arbitre de mes droits. JOCASTE
Thébaïde, 32	verser de le sang, moi de verser	de les pleurs	? N'accorderez -vous rien à les larmes d'une mère ?
Thébaïde, 33	N'accorderez -vous rien à les larmes d'	une mère	? Ma fille, s'il se peut, retenez votre frère
Thébaïde, 36	la pitié, Que pourrais -je espérer d'	une amitié	passée, Qu'un long éloignement n'a que trop effacée ?
Thébaïde, 39	. La nature pour lui n'est plus_qu'	une chimère	, Il méconnaît sa soeur, il méprise sa mère, Et
Thébaïde, 39	son orgueil l'a mis, Nous croit	de les étrangers	ou_bien de les ennemis. POLYNICE. N'imputez point ce crime
Thébaïde, 39	mis, Nous croit de les étrangers ou_bien	de les ennemis	. POLYNICE. N'imputez point ce crime à mon âme affligée
Thébaïde, 49	a de_plus inhumain ? C'est trop favoriser	un tyran	qui m'outrage. ANTIGONE. Non non vos intérêts me touchent
Thébaïde, 52	. Cette paix que je veux me serait	un supplice	, S'il en devait coûter le sceptre à Polynice, Et
Thébaïde, 53	rang de vos aïeux, Sans_que vous répandiez	un sang	si précieux. Pouvez -vous refuser cette grâce légère Aux larmes d'
Thébaïde, 54	-vous refuser cette grâce légère Aux larmes d'	une soeur	, à les soupirs d'une mère ? JOCASTE. Mais quelle
Thébaïde, 54	d'une soeur, à les soupirs d'	une mère	? JOCASTE. Mais quelle crainte encor vous peut inquiéter ? Pourquoi
Thébaïde, 65	paix se pouvait faire. Vous aurez satisfait	une mère	, une soeur, Et vous aurez surtout satisfait votre honneur.
Thébaïde, 65	faire. Vous aurez satisfait une mère,	une soeur	, Et vous aurez surtout satisfait votre honneur. Mais que veut
Thébaïde, 7	je me trouvai la femme, Le moindre	de les tourments	que mon coeur a soufferts, Égale tous les maux que l'on
Thébaïde, 7	Enfers : Et toutefois, ô Dieux,	un crime	involontaire Devait-il attirer toute votre colère ? Le connaissais -je, hélas
Thébaïde, 12	pas. Prennent -ils donc plaisir à faire	de les coupables	, Afin_d'en faire après d'illustres misérables ? Et ne peuvent
Thébaïde, 13	point quand ils sont en courroux, Chercher	de les criminels	à qui le crime est doux ? JOCASTE. Hé bien en
Thébaïde, 11	calme à votre âme : Un sang digne	de les rois	dont il est découlé, Un héros pour l'État s'est
Thébaïde, 14	étonné regardait comme moi, L'approche d'	un combat	qui le glaçait d'effroi. À cet instant fatal le dernier
Thébaïde, 15	l'espoir de nos provinces, Ménécée en	un mot	, digne frère d'Hémon, Et trop indigne aussi d'être
Thébaïde, 15	pays montrant son âme atteinte, Au milieu	de les deux	camps s'est avancé sans crainte, Et se faisant ouïr de
Thébaïde, 15	avancé sans crainte, Et se faisant ouïr	de les Grecs	et de les Thébains, Arrêtez, a -il dit, arrêtez
Thébaïde, 15	Et se faisant ouïr de les Grecs et	de les Thébains	, Arrêtez, a -il dit, arrêtez inhumains. Ces mots
Thébaïde, 16	Apprenez, a -il dit, l'arrêt	de les destinées	, Par qui vous allez voir vos misères bornées. Je suis
Thébaïde, 17	vos rois descendu, Qui par l'ordre	de les Dieux	doit être répandu. Recevez donc ce sang que ma main va
Thébaïde, 25	qu'après ce grand miracle, Le repos	de les Thébains	trouve encor quelque obstacle ? Cet illustre trépas ne peut -il vous
Thébaïde, 30	sang de Ménécée ; Et le sang d'	un héros	auprès de les immortels, Vaut seul plus_que celui de mille criminels
Thébaïde, 30	; Et le sang d'un héros auprès	de les immortels	, Vaut seul plus_que celui de mille criminels. JOCASTE. Connaissez
Thébaïde, 4	, Mais de quelques soldats tant_d'Argos que	de les nôtres	, Qui s'étant querellés les_uns avec les_autres, Ont insensiblement tout
Thébaïde, 6	de la race royale, S'est appliqué	de les Dieux	la réponse fatale, Et lui-même à la mort il s'est
Thébaïde, 12	a su faire. Ô Dieux ! aimer	un frère	est -ce un plus grand effort, Que de haïr la vie
Thébaïde, 16	il faut que je vous die, Qu'	un trône	est plus pénible à quitter que la vie ; La gloire bien
Thébaïde, 38	répandre le vôtre ? Et dois -je perdre	un fils	pour en venger un autre ? Seigneur, mon sang m'est
Thébaïde, 40	ou_bien dénaturé ? Souillerai -je ma main d'	un sang	que je révère ? Serai -je parricide, afin_d'être bon père
Thébaïde, 44	plains, Assure par sa mort le repos	de les Thébains	. Le ciel promet la paix à le sang de Ménécée,
Thébaïde, 50	fils, quittez cette haine farouche, Soulagez	une mère	, et consolez Créon, Rendez-moi_Polynice, et lui rendez Hémon.
Thébaïde, 52	, c'est vouloir que je m'impose	un maître	, Vous ne l'ignorez pas, Polynice veut l'être ;
Thébaïde, 2	. ATTALE. Polynice, Seigneur, demande	une entrevue	; C'est ce_que d'un héraut nous apprend la venue ;
Thébaïde, 2	demande une entrevue ; C'est ce_que d'	un héraut	nous apprend la venue ; Il vous offre, Seigneur, ou
Thébaïde, 4	Peut-être qu'adouci, Il songe à terminer	une guerre	si lente, Et son ambition n'est plus si violente :
